Area,Size_class,EstTotalAcres,Protected_Acres,HumanOrLightning,FO_LandOwnType,County,RegUseRestriction,Industrial_Restriction,DistrictCode,Month_ReportDate
SOA,A,0.01,0.01,Human,Industrial,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
SOA,B,0.75,0.75,Human,Other Private,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,11
NOA,B,8,8,Human,Industrial,Clatsop,Outside Closed Fire Season,Outside Closed Fire Season,52,10
EOA,B,0.5,0.5,Human,Rural Residential,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.01,0.01,Human,Other Public,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,7
EOA,A,0.1,0.1,Lightning,Small Woodlands,Umatilla,Reg Use Closure,Does Not Apply - Eastern OR,97,8
EOA,A,0.01,0.01,Lightning,Other Private,Wallowa,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
EOA,B,0.5,0.5,Human,Small Woodlands,Lake,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,98,6
EOA,A,0.01,0.01,Lightning,Industrial,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Reg Use Closure,Lvl 1 Fire Season Only,77,7
EOA,A,0.03,0.03,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,99,4
SOA,A,0.2,0.2,Human,Industrial,Linn,Outside Closed Fire Season,Outside Closed Fire Season,77,5
SOA,B,2,2,Lightning,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.1,0.1,Human,Other Private,Hood River,Reg Use Closure,Lvl 3 Restricted Shutdown,95,8
SOA,B,0.5,0.5,Human,Small Woodlands,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,6
EOA,A,0.25,0.25,Human,Other Private,Wasco,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.01,0.01,Human,Small Woodlands,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,7
SOA,A,0.1,0.1,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.1,0.1,Human,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.01,0.01,Human,State,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
NOA,A,0.01,0.01,Human,BLM,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
SOA,B,0.75,0.75,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,10
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
NOA,B,2.9,2.9,Human,Industrial,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,9
SOA,B,0.4,0.4,Lightning,Industrial,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
EOA,A,0.01,0.01,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
EOA,A,0.1,0.1,Lightning,Industrial,Lake,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,98,6
SOA,A,0.1,0.1,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
SOA,A,0.1,0.1,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,9
SOA,A,0.01,0.01,Human,State,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.01,0.01,Human,BLM,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
NOA,A,0.01,0.01,Human,County,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,8
EOA,A,0.01,0.01,Lightning,Other Private,Harney,Reg Use Closure,Does Not Apply - Eastern OR,95,7
NOA,A,0.01,0.01,Human,Rural Residential,Linn,Reg Use Closure,Lvl 1 Fire Season Only,58,8
EOA,A,0.01,0.01,Lightning,Industrial,Deschutes,Reg Use Closure,Does Not Apply - Eastern OR,95,9
EOA,A,0.15,0.15,Lightning,Industrial,Hood River,Reg Use Closure,Lvl 1 Fire Season Only,95,7
EOA,A,0.01,0.01,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,7
EOA,A,0.1,0.1,Lightning,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
EOA,B,0.5,0.5,Human,State,Wasco,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
NOA,A,0.01,0.01,Human,BLM,Clackamas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,6
SOA,A,0.01,0.01,Human,Rural Residential,Coos,Reg Use Closure,Lvl 1 Fire Season Only,72,8
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,B,0.75,0.75,Lightning,Industrial,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,8
SOA,A,0.01,0.01,Lightning,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.1,0.1,Lightning,BLM,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
EOA,A,0.01,0.01,Lightning,Industrial,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,A,0.2,0.2,Lightning,Other Private,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,8
EOA,A,0.01,0.01,Human,Small Woodlands,Hood River,Reg Use Closure,Lvl 3 Restricted Shutdown,95,9
SOA,A,0.01,0.01,Human,BLM,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
NOA,B,0.29,0.29,Human,Small Woodlands,Lincoln,Reg Use Closure,Lvl 1 Fire Season Only,55,8
SOA,B,3,3,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Human,Other Private,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
NOA,B,7.2,7.2,Human,State,Tillamook,Reg Use Closure,Lvl 1 Fire Season Only,51,10
SOA,A,0.01,0.01,Lightning,BLM,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,77,7
SOA,B,2.6,2.6,Human,Municipal,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.01,0,Human,Other Private,Hood River,Reg Use Closure,Lvl 2 Limited Shutdown,95,8
SOA,A,0.25,0.25,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,12
NOA,A,0.01,0.01,Human,Industrial,Clackamas,Reg Use Closure,Lvl 3 Restricted Shutdown,58,8
SOA,A,0.01,0.01,Lightning,Other Private,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,10
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
EOA,A,0.2,0.2,Lightning,Other Private,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
SOA,A,0.01,0.01,Human,County,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,B,2.25,2.25,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,E,634.22,634.22,Lightning,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,B,0.3,0.3,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
NOA,B,2,2,Human,Small Woodlands,Yamhill,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,53,9
EOA,B,0.75,0.75,Lightning,Small Woodlands,Morrow,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
SOA,A,0.25,0.25,Human,Other Private,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,10
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
SOA,B,2,2,Human,State,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
EOA,A,0.01,0,Human,Other Private,Hood River,Reg Use Closure,Lvl 2 Limited Shutdown,95,7
EOA,A,0.2,0.2,Lightning,Other Private,Wasco,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,6
NOA,A,0.01,0.01,Lightning,Small Woodlands,Yamhill,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
EOA,B,0.5,0.5,Lightning,Other Private,Baker,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.01,0.01,Lightning,Rural Residential,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
NOA,A,0.01,0.01,Human,Industrial,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,7
EOA,A,0.01,0,Human,State,Wasco,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,95,6
EOA,A,0.25,0.25,Lightning,Small Woodlands,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,1,1,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,5
SOA,B,0.75,0.75,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,B,0.5,0.5,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,7
NOA,A,0.01,0.01,Human,County,Clackamas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,58,7
SOA,A,0.01,0.01,Human,Rural Residential,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
SOA,A,0.25,0.25,Human,State,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
NOA,A,0.01,0.01,Human,Other Public,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,8
NOA,A,0.01,0.01,Human,BLM,Clackamas,Reg Use Closure,Lvl 3 Restricted Shutdown,58,9
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
EOA,B,2.2,2.2,Lightning,Other Private,Wheeler,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,A,0.01,0.01,Human,Small Woodlands,Tillamook,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,51,7
SOA,B,4.5,4.5,Human,Industrial,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,2
EOA,A,0.2,0.2,Lightning,Rural Residential,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.25,0.25,Lightning,Other Private,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.25,0.25,Human,Industrial,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
SOA,B,0.5,0.5,Human,Rural Residential,Linn,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,7
EOA,C,30,30,Lightning,Small Woodlands,Union,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,97,7
SOA,B,5.5,5.5,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,4
SOA,B,3.5,3.5,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,B,1,1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,3
SOA,A,0.01,0.01,Human,County,Lane,Reg Use Closure,Lvl 1 Fire Season Only,78,9
NOA,B,0.5,0.5,Human,Rural Residential,Benton,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,11
NOA,A,0.05,0.05,Human,Small Woodlands,Marion,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
SOA,B,0.75,0.75,Human,Industrial,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,6
SOA,A,0.02,0.02,Human,County,Lane,Reg Use Closure,Lvl 1 Fire Season Only,77,7
EOA,A,0.01,0.01,Human,Other Private,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
EOA,B,0.5,0.5,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,99,8
EOA,A,0.1,0.1,Human,Rural Residential,Klamath,Reg Use Closure,Lvl 1 Fire Season Only,98,7
EOA,A,0.01,0.01,Human,Industrial,Crook,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
EOA,A,0.12,0.12,Human,Rural Residential,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,9
EOA,A,0.01,0.01,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
NOA,A,0.01,0.01,Human,Other Public,Clackamas,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
NOA,A,0.02,0.02,Human,Other Private,Clatsop,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,52,7
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,8
NOA,A,0.01,0.01,Human,Rural Residential,Yamhill,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,53,7
SOA,F,4705,4567,Human,Small Woodlands,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
NOA,A,0.01,0.01,Human,Other Private,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
SOA,A,0.25,0.25,Lightning,BLM,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.01,0.01,Human,State,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
EOA,D,193,193,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.35,0.35,Human,Other Private,Wheeler,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
EOA,C,39,39,Lightning,Industrial,Wallowa,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,6
EOA,A,0.25,0.25,Human,Industrial,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,9
SOA,A,0.25,0.25,Lightning,BLM,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.1,0.1,Lightning,Other Private,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,7
EOA,A,0.01,0.01,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,5
SOA,A,0.01,0.01,Human,Industrial,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,7
SOA,B,4.25,4.25,Lightning,BLM,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.01,0.01,Human,Other Private,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,9
SOA,A,0.25,0.25,Lightning,Industrial,Josephine,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
NOA,B,3,3,Human,BLM,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,9
SOA,B,2,2,Lightning,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,B,5,5,Lightning,Other Private,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,7
NOA,A,0.25,0.25,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,7
EOA,A,0.05,0.05,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
EOA,A,0.1,0.1,Human,Industrial,Union,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,6
SOA,A,0.01,0.01,Human,Industrial,Douglas,Outside Closed Fire Season,Outside Closed Fire Season,73,5
EOA,A,0.01,0.01,Lightning,Industrial,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
NOA,A,0.01,0.01,Human,Industrial,Washington,Outside Closed Fire Season,Outside Closed Fire Season,53,10
NOA,B,1.5,1.5,Human,Industrial,Polk,Reg Use Closure,Lvl 2 Limited Shutdown,55,8
SOA,A,0.01,0.01,Human,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
SOA,A,0.25,0.25,Lightning,USFS,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,9
NOA,A,0.03,0.03,Human,Industrial,Yamhill,Outside Closed Fire Season,Outside Closed Fire Season,53,10
SOA,A,0.1,0.1,Human,Industrial,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.2,0.2,Lightning,BLM,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,8
SOA,A,0.01,0.01,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,9
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.1,0.1,Human,Rural Residential,Douglas,Reg Use Closure,Lvl 1 Fire Season Only,73,8
SOA,B,10,10,Human,Rural Residential,Jackson,Outside Closed Fire Season,Outside Closed Fire Season,71,2
EOA,A,0.1,0.1,Human,Industrial,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,9
SOA,B,3,3,Human,Small Woodlands,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,8
NOA,A,0.01,0.01,Human,Other Private,Linn,Reg Use Closure,Lvl 2 Limited Shutdown,58,8
SOA,A,0,0,Human,BLM,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
SOA,B,2,2,Human,County,Douglas,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,73,6
SOA,A,0,0,Human,Ocean Shores,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,6
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.01,0.01,Human,State,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,10
SOA,G,7949.84,626.84,Human,USFS,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,7
NOA,A,0.1,0.1,Human,Other Private,Clatsop,Reg Use Closure,Lvl 1 Fire Season Only,52,8
NOA,A,0.01,0.01,Human,Ocean Shores,Lincoln,Reg Use Closure,Lvl 1 Fire Season Only,55,8
NOA,A,0.1,0.1,Human,State,Columbia,Reg Use Closure,Lvl 2 Limited Shutdown,53,8
EOA,B,2,2,Human,Other Private,Hood River,Reg Use Closure,Lvl 3 Restricted Shutdown,95,9
SOA,B,1,1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
SOA,A,0.01,0.01,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
EOA,A,0.01,0.01,Lightning,Industrial,Wallowa,Reg Use Closure,Outside Closed Fire Season,97,7
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
EOA,A,0.1,0.1,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
EOA,A,0.1,0.1,Lightning,Small Woodlands,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,B,2.7,2.7,Human,Small Woodlands,Lane,Reg Use Closure,Lvl 3 Restricted Shutdown,77,9
NOA,B,0.75,0.75,Human,Other Private,Lincoln,Reg Use Closure,Lvl 3 Restricted Shutdown,55,8
EOA,A,0.1,0.1,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
SOA,B,1.5,1.5,Human,Small Woodlands,Coos,Outside Closed Fire Season,Outside Closed Fire Season,72,4
EOA,A,0.25,0.25,Human,State,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,7
SOA,A,0.1,0.1,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,72,8
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,A,0.1,0.1,Human,Industrial,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,98,6
EOA,A,0.1,0.1,Lightning,Other Private,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
EOA,B,0.5,0.5,Lightning,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,7
EOA,A,0.01,0.01,Human,Industrial,Deschutes,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,6
SOA,A,0.01,0.01,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,10
EOA,A,0.25,0.25,Lightning,Industrial,Lake,Reg Use Closure,Does Not Apply - Eastern OR,98,9
SOA,A,0.01,0.01,Human,Industrial,Curry,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,72,7
NOA,B,3.5,3.5,Human,Rural Residential,Benton,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,7
SOA,A,0.01,0.01,Human,State,Josephine,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,B,3,3,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,A,0.01,0.01,Lightning,BLM,Douglas,Reg Use Closure,Lvl 2 Limited Shutdown,73,7
SOA,B,2,2,Lightning,Industrial,Douglas,Reg Use Closure,Lvl 1 Fire Season Only,78,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
NOA,A,0.01,0,Lightning,Rural Residential,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,10
SOA,A,0.1,0.1,Human,BLM,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,77,7
SOA,A,0.1,0.1,Human,Rural Residential,Lane,Outside Closed Fire Season,Outside Closed Fire Season,77,5
SOA,A,0.1,0.1,Human,State,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Human,County,Lane,Reg Use Closure,Lvl 1 Fire Season Only,78,9
SOA,A,0.01,0.01,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 3 Restricted Shutdown,71,9
SOA,A,0.01,0.01,Lightning,BLM,Douglas,Reg Use Closure,Lvl 3 Restricted Shutdown,73,8
NOA,A,0.03,0.03,Human,Other Private,Clackamas,Outside Closed Fire Season,Outside Closed Fire Season,58,6
SOA,A,0.01,0.01,Lightning,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
EOA,B,1,1,Human,Small Woodlands,Grant,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,95,7
SOA,A,0.01,0.01,Human,County,Jackson,Reg Use Closure,Lvl 1 Fire Season Only,71,7
SOA,B,3,3,Human,Other Private,Linn,Reg Use Closure,Lvl 3 Restricted Shutdown,77,8
EOA,A,0.01,0.01,Lightning,Industrial,Crook,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,A,0.01,0.01,Human,Rural Residential,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,77,8
SOA,B,0.5,0.5,Lightning,BLM,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
SOA,A,0.01,0.01,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,5
NOA,B,0.75,0.75,Human,Rural Residential,Benton,Reg Use Closure,Lvl 2 Limited Shutdown,55,7
SOA,A,0.25,0.25,Human,Rural Residential,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
SOA,A,0.25,0.25,Human,State,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
SOA,A,0.01,0.01,Human,State,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,9
EOA,A,0.1,0.1,Lightning,Other Private,Union,Outside Closed Fire Season,Outside Closed Fire Season,97,7
EOA,A,0.01,0.01,Human,Industrial,Union,Outside Closed Fire Season,Does Not Apply - Eastern OR,97,4
EOA,A,0.1,0.1,Human,Small Woodlands,Baker,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,97,10
NOA,A,0.01,0.01,Human,Rural Residential,Clackamas,Reg Use Closure,Lvl 1 Fire Season Only,58,10
EOA,A,0.01,0.01,Lightning,Industrial,Wallowa,Reg Use Closure,Does Not Apply - Eastern OR,97,8
SOA,A,0.01,0.01,Human,BLM,Josephine,Reg Use Closure,Lvl 3 Restricted Shutdown,71,8
EOA,A,0.1,0.1,Human,Other Private,Grant,Reg Use Closure,Does Not Apply - Eastern OR,95,8
SOA,C,13.1,13.1,Human,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,7
EOA,A,0,0,Human,Rural Residential,Klamath,Closed Fire Season Lvl 1,Does Not Apply - Eastern OR,99,6
SOA,A,0.01,0.01,Human,Small Woodlands,Lane,Outside Closed Fire Season,Outside Closed Fire Season,78,6
SOA,A,0.01,0.01,Human,Industrial,Lane,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,78,7
EOA,A,0.05,0.05,Human,Rural Residential,Deschutes,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,95,6
NOA,A,0.1,0.1,Human,Rural Residential,Polk,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,55,7
NOA,A,0.01,0.01,Human,State,Tillamook,Outside Closed Fire Season,Outside Closed Fire Season,51,7
SOA,A,0.1,0.1,Human,BLM,Jackson,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,7
EOA,A,0.2,0.2,Lightning,Industrial,Klamath,Reg Use Closure,Does Not Apply - Eastern OR,98,6
EOA,A,0.05,0.05,Human,Rural Residential,Deschutes,Outside Closed Fire Season,Does Not Apply - Eastern OR,95,10
SOA,A,0.1,0.1,Human,Rural Residential,Josephine,Closed Fire Season Lvl 1,Lvl 1 Fire Season Only,71,6
EOA,B,2,2,Human,Rural Residential,Klamath,Outside Closed Fire Season,Does Not Apply - Eastern OR,98,5
SOA,A,0.01,0.01,Lightning,Industrial,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,9
EOA,E,362.4,0,Human,Other Private,Umatilla,Permit Closure,Does Not Apply - Eastern OR,97,7
SOA,A,0.25,0.25,Human,BLM,Lane,Reg Use Closure,Lvl 2 Limited Shutdown,78,8
SOA,B,2,2,Lightning,Rural Residential,Jackson,Reg Use Closure,Lvl 2 Limited Shutdown,71,8
